1.000000000000220046e+00	nan	nan	nan	nan	nan	7.160582492708049696e-01	nan	nan	nan	nan	6.117767707581980297e-01	nan	nan	1.000000000000000021e-03	nan	6.056383798061669710e-01	nan	nan	6.392570715814209770e-01	nan	5.379504607739149513e-01	nan	6.411379691863090535e-01	6.426224676805689651e-01	nan	nan	nan	nan	nan	nan	6.815083427266569460e-01	nan	nan	nan	nan	nan	7.242924103278920445e-01	nan	6.538845323637719753e-01	nan	6.226460300298409800e-01	6.826210867973270258e-01	nan	7.223830351674900285e-01	nan	5.824774939072759894e-01	nan	6.552884755618310075e-01	nan	7.285160376322219467e-01	nan	nan	nan	6.218220758599809495e-01	7.346924048645080418e-01	nan	5.258751385445680215e-01	nan	5.061420680520279936e-01	nan	nan	nan	nan	5.448205791439539869e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.164452301735070305e-01	nan	nan	7.145922722414530526e-01	5.641274464496940366e-01	nan	6.770514420313360482e-01	5.723106148146519523e-01	nan	nan	nan	nan	6.490346155905899472e-01	nan	6.854247792210930168e-01	5.617944060546230522e-01	nan	5.248872541359640431e-01	nan	nan	5.157620818102479632e-01	nan	nan	nan	5.617401270812150127e-01	nan	nan	5.360256453105229912e-01	5.701023303160850375e-01	nan	6.554041147485130114e-01	nan	5.896770982053020083e-01	7.121887944850570085e-01	nan	6.682182910426309741e-01	nan	7.204380032053859795e-01	nan	nan	8.705815758841860541e-01	nan	nan	nan	nan	nan	nan
nan	1.000000000000049960e+00	nan	6.475262589368979693e-01	nan	nan	nan	nan	nan	6.180610342979929728e-01	nan	nan	nan	5.549777834697280365e-01	1.000000000000000021e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.076442583739880554e-01	nan	nan	6.200906085802799783e-01	4.440125884785010024e-01	nan	nan	6.142962580048499932e-01	6.358126945626879634e-01	nan	nan	6.687269310394340360e-01	nan	6.703652178971519771e-01	nan	6.150865222437780222e-01	nan	6.016911386974740372e-01	nan	nan	nan	5.353999288261630518e-01	nan	nan	nan	nan	6.701220292743520490e-01	nan	5.932266984743520544e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.681880462355729744e-01	6.306625231495169848e-01	5.828435092892579883e-01	nan	nan	4.490116494833549798e-01	nan	nan	nan	nan	nan	nan	6.794757986574480046e-01	6.591299837084090285e-01	6.120688089680039745e-01	6.288115508931449993e-01	6.585783308820519766e-01	nan	5.151576775567410227e-01	5.885204045802160389e-01	nan	nan	nan	6.853828070902540093e-01	nan	nan	nan	nan	nan	nan	nan	6.192875395248950143e-01	6.797731302650410479e-01	4.845047204836669952e-01	5.648035158543970313e-01	6.331463055879720248e-01	6.420092999254279897e-01	nan	4.707236191091739852e-01	nan	nan	5.386470197426550532e-01	6.581788390343580319e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.871832125418150028e-01	8.101718143290770335e-01	nan	nan	nan	nan	nan	nan
nan	nan	1.000000000000069944e+00	nan	nan	nan	6.957759228932619555e-01	nan	7.291399085706280481e-01	nan	6.282590334297200041e-01	nan	nan	nan	1.000000000000000021e-03	nan	nan	nan	nan	nan	6.905383456155510524e-01	4.925633163115870072e-01	nan	nan	nan	nan	nan	nan	nan	6.187921195091440341e-01	6.734430162093729688e-01	nan	nan	nan	nan	nan	nan	nan	nan	5.985891619064339642e-01	nan	nan	nan	nan	nan	6.132897649577200294e-01	nan	nan	nan	nan	7.418968887162330494e-01	5.715967400647069541e-01	6.057552052288850408e-01	nan	6.035867124587309673e-01	nan	4.578519850150549741e-01	4.703750501213829760e-01	nan	nan	nan	nan	nan	5.839913413839560308e-01	5.631414610658660447e-01	6.160687330261409578e-01	6.468389383640099632e-01	nan	5.445785188906839824e-01	nan	nan	nan	6.586408210574510314e-01	7.080028880634690047e-01	nan	nan	nan	nan	nan	6.750962963068000144e-01	nan	nan	nan	7.124364418203490423e-01	nan	nan	nan	7.098010587673180272e-01	8.263710881985849577e-01	nan	nan	nan	nan	nan	4.888826752756940119e-01	7.175406931939539712e-01	nan	nan	nan	nan	7.016553452475710051e-01	nan	nan	nan	nan	nan	6.463644386327099811e-01	nan	nan	5.830519231990319851e-01	nan	nan	nan	nan	nan	nan	8.070572084543530256e-01	nan	nan	6.381449482487120406e-01	7.101108026364130188e-01	6.990501725907930508e-01	nan	6.881084233379579640e-01
nan	6.475262589368979693e-01	nan	9.999999999998909761e-01	nan	nan	6.608871909047500104e-01	6.201326827145889897e-01	nan	nan	nan	nan	nan	6.275179800734159707e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.625960506718250320e-01	nan	nan	7.166929620207369567e-01	6.230140216600990044e-01	nan	7.408333388985209877e-01	nan	7.111749365659210120e-01	6.354275546552800025e-01	7.124336610702189931e-01	nan	nan	nan	nan	nan	nan	7.131961188177340372e-01	nan	nan	5.541000272902439905e-01	7.550778290979419660e-01	nan	nan	nan	nan	nan	nan	6.576046828651149756e-01	nan	nan	nan	nan	nan	nan	6.481152593262049511e-01	5.393378969996980299e-01	nan	7.150936944159459463e-01	6.631170246887020392e-01	nan	6.657075644043449758e-01	nan	5.786582068170440518e-01	5.175680255597070456e-01	nan	nan	7.009168724064529510e-01	5.959381949797609712e-01	6.427549981850639860e-01	nan	nan	nan	nan	5.424780423542170382e-01	nan	nan	nan	nan	nan	nan	6.978368450177410143e-01	nan	nan	6.573402438634899925e-01	nan	5.051555902572729684e-01	nan	nan	nan	5.288926255446420033e-01	nan	nan	6.442971557781439484e-01	nan	nan	nan	nan	nan	6.887692372650600081e-01	6.279980376492190208e-01	nan	nan	nan	nan	6.491228372642110500e-01	6.899132249847299558e-01	nan	nan	nan	6.749024366978689793e-01	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	9.999999999998619993e-01	6.084549702701299578e-01	nan	nan	nan	nan	nan	nan	nan	nan	1.000000000000000021e-03	nan	nan	5.985383081874410260e-01	nan	nan	5.598848764882440321e-01	5.579312709567679773e-01	nan	6.241189597508429721e-01	nan	7.462832419253659921e-01	6.461695295075200463e-01	nan	4.964231048027170079e-01	nan	nan	5.981014352104190301e-01	nan	nan	nan	6.490321299236280206e-01	5.473708816834169655e-01	nan	nan	6.334807291916410010e-01	4.540232463046560141e-01	nan	5.941374890984669754e-01	nan	nan	5.460595799897870473e-01	4.899046473192190110e-01	nan	nan	6.107360567137130047e-01	6.399455151696979982e-01	nan	nan	4.633928741745509949e-01	nan	nan	nan	nan	5.298446295003830242e-01	nan	nan	5.563835714030309632e-01	nan	nan	4.325569929641169820e-01	nan	5.672217042086710181e-01	nan	5.707745005966889940e-01	nan	5.297588590556040478e-01	4.922931745084149768e-01	nan	6.495586510328870133e-01	nan	nan	6.986293275533069780e-01	nan	nan	6.141955610709249891e-01	7.098458088071040173e-01	nan	4.869556583201040123e-01	5.429910178991920189e-01	nan	nan	nan	nan	nan	nan	nan	5.903686067251929792e-01	nan	nan	nan	nan	nan	nan	nan	6.271626215897899703e-01	nan	4.646510550540089990e-01	nan	nan	nan	nan	nan	5.548354982602560215e-01	nan	nan	nan	nan	nan	6.672565713314829727e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	6.084549702701299578e-01	1.000000000000029976e+00	6.858354896413679791e-01	nan	nan	nan	nan	nan	6.673456968430230285e-01	5.932000403798769472e-01	nan	nan	nan	nan	nan	nan	6.733826127729479749e-01	nan	5.557005429235349903e-01	nan	nan	6.590209140827409939e-01	nan	nan	nan	nan	6.434931284203669888e-01	nan	6.918366818500319981e-01	7.727350764902860547e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.286990578350030390e-01	nan	nan	5.303502177523730099e-01	5.943650059758519566e-01	5.989265040987350464e-01	nan	nan	5.651129122920000025e-01	5.647728323962070140e-01	nan	5.824933870367630107e-01	nan	4.269054730775440065e-01	nan	nan	nan	nan	nan	nan	nan	nan	5.752058992427260264e-01	6.570732396120699814e-01	nan	nan	nan	nan	nan	nan	nan	6.787953349074929976e-01	4.318265140153519921e-01	nan	6.436467039564499615e-01	nan	nan	nan	5.062145013078399591e-01	nan	6.736766652575979508e-01	nan	nan	nan	nan	nan	nan	5.958171454957239543e-01	6.642827327304090534e-01	5.414537618595980373e-01	4.860772649545280211e-01	nan	nan	nan	4.336117991915749981e-01	nan	nan	nan	nan	nan	nan	nan	4.949609942380929772e-01	nan	nan	nan	nan	nan	nan	6.326315263964540359e-01	nan	nan	7.027315018127570090e-01	7.081600313920729528e-01	nan	nan	nan	nan	6.412414075533160451e-01	6.732020430643920195e-01	nan
7.160582492708049696e-01	nan	6.957759228932619555e-01	6.608871909047500104e-01	nan	6.858354896413679791e-01	1.000000000000039968e+00	nan	nan	nan	nan	nan	nan	5.929734751522329761e-01	1.000000000000000021e-03	nan	5.646993231435529781e-01	6.468997200890740373e-01	nan	nan	6.249655063566650348e-01	nan	7.165426702159719552e-01	nan	6.863409365529630213e-01	nan	nan	7.303101080712259829e-01	nan	nan	6.580419911263110100e-01	nan	nan	nan	nan	6.611072058071459923e-01	5.902067449980969993e-01	nan	nan	6.269910172638949453e-01	5.141760923007330231e-01	nan	nan	nan	6.739711888510440119e-01	5.992396380310209825e-01	5.277997147991240201e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.851219083297739765e-01	5.202954781968099907e-01	nan	nan	nan	nan	7.236540486849839526e-01	nan	nan	6.288278760922000332e-01	6.230426648649589616e-01	6.016945017165920007e-01	nan	nan	nan	nan	6.423587130032519799e-01	nan	6.579597245370280012e-01	nan	7.235494614392300461e-01	6.738462752742899742e-01	nan	nan	nan	nan	nan	nan	nan	5.230013450338359959e-01	nan	6.926549041132930018e-01	7.177277802575720012e-01	nan	nan	6.405694621676359946e-01	nan	5.023617202433849904e-01	nan	nan	6.751492483199580397e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.030855177876509599e-01	nan	5.457387060550219493e-01	6.616422575899879588e-01	nan	nan	nan	nan	nan	nan	7.085396403538789523e-01	7.224973777241370243e-01	nan	nan	nan	6.891766486133089620e-01	6.919787026800430230e-01
nan	nan	nan	6.201326827145889897e-01	nan	nan	nan	9.999999999999440448e-01	nan	nan	6.325772569065190032e-01	nan	nan	nan	nan	nan	5.623690060650390343e-01	6.251081798187330119e-01	nan	nan	6.092643478798640544e-01	nan	nan	5.699593406768840298e-01	nan	6.832600496515639499e-01	nan	nan	3.751796113260080223e-01	nan	nan	nan	nan	nan	5.147339037860769739e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.773353057702660163e-01	5.438654528537300026e-01	nan	nan	5.320839030270519965e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.666447580530370121e-01	nan	nan	nan	nan	nan	nan	nan	nan	6.307950971455630329e-01	6.098217700151099541e-01	nan	nan	nan	5.888833805492580398e-01	5.928067446194750234e-01	nan	nan	nan	nan	nan	5.074752232759359716e-01	nan	6.322689513697440367e-01	6.673936616865610016e-01	nan	5.783501547360060391e-01	5.960048991057640411e-01	nan	4.583759064145370155e-01	nan	nan	nan	nan	nan	nan	6.971573742629929571e-01	nan	nan	nan	4.575165364457279837e-01	4.916848010868939967e-01	nan	nan	5.095692971851379927e-01	nan	nan	nan	5.903871938133959940e-01	6.013463637229640169e-01	nan	nan	6.616525094657269568e-01	nan	nan	nan	nan	nan	nan	nan
nan	nan	7.291399085706280481e-01	nan	nan	nan	nan	nan	1.000000000000190070e+00	nan	nan	5.372163587217889669e-01	6.787701784904850433e-01	6.098400546068090122e-01	1.000000000000000021e-03	nan	6.495675037971949672e-01	nan	nan	nan	nan	nan	nan	nan	nan	6.990064168649939846e-01	nan	nan	3.503281431406150004e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.956767690875689469e-01	nan	nan	nan	nan	nan	nan	6.337345667524290072e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.364003339222840006e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.301065006743189700e-01	nan	nan	nan	nan	nan	nan	6.941500158009979993e-01	6.319096262717599499e-01	nan	nan	nan	nan	5.146768587987370358e-01	6.818537971020199873e-01	5.583538128105549614e-01	5.715425278693929689e-01	nan	6.521084157516929825e-01	nan	nan	5.817102100308260137e-01	6.524405923417010422e-01	nan	nan	4.606113354633030177e-01	nan	nan	nan	nan	5.842938575295489878e-01	7.041182094698249516e-01	nan	nan	nan	5.304111677412870485e-01	5.181044669790350055e-01	6.075935442427500277e-01	nan	nan	nan	nan	nan	nan	6.032793466674020166e-01	nan	nan	nan	6.922239900140869651e-01	7.022435910216540123e-01	6.312098101905030401e-01	nan	nan	nan	nan
nan	6.180610342979929728e-01	nan	nan	nan	nan	nan	nan	nan	1.000000000000099920e+00	nan	nan	nan	5.463350114056739759e-01	1.000000000000000021e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.383013578805849519e-01	nan	nan	6.300386748169709561e-01	nan	nan	nan	nan	5.745295338950699993e-01	nan	nan	6.428216338282469744e-01	nan	nan	nan	6.488371893967389559e-01	nan	6.228664023053539500e-01	nan	5.145957642873609794e-01	6.022822305591649661e-01	nan	nan	nan	nan	6.594551899725099586e-01	nan	5.927004876517230070e-01	6.167468218825400417e-01	nan	5.402695822865180020e-01	nan	5.504921805556239889e-01	nan	5.433713997388800454e-01	nan	6.649661342762159810e-01	nan	nan	nan	nan	nan	nan	nan	nan	4.301900261178889795e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.299189913076429503e-01	nan	nan	nan	nan	nan	6.210566258487909552e-01	nan	nan	nan	nan	nan	4.913943691108019762e-01	nan	nan	5.578986426646289631e-01	6.405247049988449515e-01	nan	5.789940275597630359e-01	nan	6.473219803269359973e-01	nan	nan	nan	4.547632483608449738e-01	5.810170270059760167e-01	nan	nan	nan	nan	nan	nan	5.749662933865610226e-01	6.396832767578910506e-01	6.090068687534729852e-01	6.069621098003660231e-01	nan	nan	nan	6.249647395393700400e-01	nan	nan	nan	nan
